交易所,合约,合约名称,品种,合约乘数,开仓费率,开仓费/手,平仓费率,平仓费/手,平今仓费率,平今仓费/手,最新价,成交量,空盘量,1手开仓手续费,1手平仓手续费,1手平今仓手续费,做多保证金率,做多保证金/手,做空保证金率,做空保证金/手,做多1手保证金,做空1手保证金,最小跳动价位,1Tick盈亏
DCE,eg2404,乙二醇2404,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4418.0,7309,4083.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,7952.4,7952.4,1.0,10.0
DCE,pg2404,液化石油气2404,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5332.0,215,831.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,19195.2,19195.2,1.0,20.0
DCE,eb2404,苯乙烯2404,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8460.0,284,2246.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,8037.0,8037.0,1.0,5.0
SHFE,ao2312,ao2312,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3062.0000000000005,27623,48881.0,0.6124000000000002,0.6124000000000002,0.0,0.09,0.0,0.09,0.0,5511.6,5511.6,1.0,20.0
SHFE,ao2403,ao2403,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3027.0000000000005,36,454.0,0.6054000000000002,0.6054000000000002,0.0,0.09,0.0,0.09,0.0,5448.6,5448.6,1.0,20.0
CFFEX,TL2312,30年期国债期货2312,TL,10000,0.000000,3.0,0.000000,3.0,0.000000,0.0,99.08,23084,34196.0,3.0,3.0,0.0,0.034999999999999996,0.0,0.034999999999999996,0.0,34678.0,34678.0,0.01,100.0
CZCE,AP404,苹果4月,AP,10,0.000000,5.0,0.000000,5.0,0.000000,5.0,9115.0,30,1388.0,5.0,5.0,5.0,0.15,0.0,0.15,0.0,13672.5,13672.5,1.0,10.0
CZCE,CY404,棉纱4月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23305.0,2,1.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,29131.25,29131.25,5.0,25.0
CZCE,FG404,玻璃4月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1629.0,1126,21250.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5538.599999999999,5538.599999999999,1.0,20.0
CZCE,MA404,甲醇4月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2481.0,29,6543.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,3969.6,3969.6,1.0,10.0
CZCE,PF404,短纤4月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7788.0,0,354.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5841.0,5841.0,2.0,10.0
CZCE,PK404,花生4月,PK,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,9838.0,432,4669.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,6886.599999999999,6886.599999999999,2.0,10.0
CZCE,SA404,纯碱4月,SA,20,0.000200,0.0,0.000200,0.0,0.000200,0.0,1730.0,4067,27728.0,6.92,6.92,6.92,0.16,0.0,0.16,0.0,5536.0,5536.0,1.0,20.0
CZCE,SF404,硅铁4月,SF,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7464.0,14,712.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7464.0,7464.0,2.0,10.0
CZCE,SM404,锰硅4月,SM,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,6944.0,29,847.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,6944.0,6944.0,2.0,10.0
CZCE,TA404,PTA4月,TA,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,6214.0,17,3959.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,4349.799999999999,4349.799999999999,2.0,10.0
CZCE,UR404,尿素4月,UR,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,2106.0,123,2150.0,5.0,5.0,5.0,0.13,0.0,0.13,0.0,5475.6,5475.6,1.0,20.0
DCE,rr2407,粳米2407,rr,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,3661.0,42,1727.0,4.0,4.0,4.0,0.12,0.0,0.12,0.0,4393.2,4393.2,1.0,10.0
DCE,j2407,焦炭2407,j,100,0.000060,0.0,0.000060,0.0,0.000060,0.0,2324.5,0,40.0,13.947000000000003,13.947000000000003,13.947000000000003,0.26,0.0,0.26,0.0,60437.0,60437.0,0.5,50.0
DCE,l2407,聚乙烯2407,l,5,0.000000,2.0,0.000000,2.0,0.000000,1.0,8230.0,16,75.0,2.0,2.0,1.0,0.18,0.0,0.18,0.0,7407.0,7407.0,1.0,5.0
DCE,v2407,聚氯乙烯2407,v,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,6394.0,63,940.0,2.0,2.0,0.0,0.18,0.0,0.18,0.0,5754.599999999999,5754.599999999999,1.0,5.0
DCE,b2407,豆二2407,b,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,3992.0,172,1243.0,2.0,2.0,2.0,0.15,0.0,0.15,0.0,5988.0,5988.0,1.0,10.0
DCE,cs2407,玉米淀粉2407,cs,10,0.000000,1.5,0.000000,1.5,0.000000,0.75,2882.0,2153,4970.0,1.5,1.5,0.75,0.13,0.0,0.13,0.0,3746.6,3746.6,1.0,10.0
DCE,pp2407,聚丙烯2407,pp,5,0.000000,1.0,0.000000,1.0,0.000000,1.0,7758.0,6,147.0,1.0,1.0,1.0,0.18,0.0,0.18,0.0,6982.2,6982.2,1.0,5.0
DCE,jm2407,焦煤2407,jm,60,0.000060,0.0,0.000060,0.0,0.000060,0.0,1653.0,12,127.0,5.950800000000001,5.950800000000001,5.950800000000001,0.26,0.0,0.26,0.0,25786.8,25786.8,0.5,30.0
DCE,y2407,豆油2407,y,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7526.0,8451,114763.0,2.5,2.5,1.25,0.13999999999999999,0.0,0.13999999999999999,0.0,10536.4,10536.4,2.0,20.0
DCE,m2407,豆粕2407,m,10,0.000000,0.2,0.000000,0.2,0.000000,0.1,3368.0,42637,467618.0,0.2,0.2,0.1,0.13999999999999999,0.0,0.13999999999999999,0.0,4715.2,4715.2,1.0,10.0
DCE,a2407,豆一2407,a,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,5025.0,116,1119.0,2.0,2.0,2.0,0.18,0.0,0.18,0.0,9045.0,9045.0,1.0,10.0
DCE,i2407,铁矿石2407,i,100,0.000100,0.0,0.000100,0.0,0.000100,0.0,784.0,3100,15623.0,7.840000000000001,7.840000000000001,7.840000000000001,0.19,0.0,0.19,0.0,14896.0,14896.0,0.5,50.0
DCE,bb2407,胶合板2407,bb,500,0.000100,0.0,0.000100,0.0,0.000050,0.0,400.0,0,0.0,20.0,20.0,10.0,0.45,0.0,0.45,0.0,90000.0,90000.0,0.05,25.0
DCE,c2407,玉米2407,c,10,0.000000,0.2,0.000000,0.2,0.000000,0.0,2598.0,29582,74693.0,0.2,0.2,0.0,0.15,0.0,0.15,0.0,3897.0,3897.0,1.0,10.0
DCE,fb2407,纤维板2407,fb,10,0.000100,0.0,0.000100,0.0,0.000050,0.0,1314.0,0,2.0,1.314,1.314,0.657,0.25,0.0,0.25,0.0,3285.0,3285.0,0.5,5.0
DCE,p2407,棕榈油2407,p,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7202.0,114,800.0,2.5,2.5,1.25,0.16999999999999998,0.0,0.16999999999999998,0.0,12243.4,12243.4,2.0,20.0
INE,bc2407,bc2407,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,59860.0,0,0.0,2.9930000000000003,2.9930000000000003,0.0,0.16,0.0,0.16,0.0,47888.0,47888.0,10.0,50.0
INE,nr2407,nr2407,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10690.0,0,90.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18173.0,18173.0,5.0,50.0
SHFE,ag2407,ag2407,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5935.000000000001,594,1784.0,0.8902500000000002,0.8902500000000002,0.0,0.19,0.0,0.19,0.0,16914.750000000004,16914.750000000004,1.0,15.0
SHFE,al2407,al2407,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19100.0,3,271.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15280.0,15280.0,5.0,25.0
CZCE,CF407,棉花7月,CF,5,0.000000,4.3,0.000000,4.3,0.000000,0.0,16815.0,1310,9423.0,4.3,4.3,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,11770.499999999998,11770.499999999998,5.0,25.0
CZCE,CJ407,红枣7月,CJ,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,13795.0,609,2107.0,3.0,3.0,0.0,0.18,0.0,0.18,0.0,12415.5,12415.5,5.0,25.0
CZCE,CY407,棉纱7月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23690.0,0,0.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,29612.5,29612.5,5.0,25.0
INE,nr2405,nr2405,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10530.000000000002,2,116.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,17901.0,17901.0,5.0,50.0
SHFE,ag2405,ag2405,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5923.000000000001,3809,11945.0,0.8884500000000002,0.8884500000000002,0.0,0.19,0.0,0.19,0.0,16880.550000000003,16880.550000000003,1.0,15.0
SHFE,al2405,al2405,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19045.0,204,1282.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15236.0,15236.0,5.0,25.0
SHFE,bu2405,bu2405,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3738.0000000000005,28,715.0,3.738000000000001,3.738000000000001,3.738000000000001,0.16999999999999998,0.0,0.16999999999999998,0.0,6354.6,6354.6,1.0,10.0
SHFE,cu2405,cu2405,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,68070.0,112,1199.0,17.017500000000002,17.017500000000002,0.0,0.16,0.0,0.16,0.0,54456.0,54456.0,10.0,50.0
SHFE,hc2405,hc2405,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3790.0000000000005,37697,152392.0,3.790000000000001,3.790000000000001,3.790000000000001,0.16,0.0,0.16,0.0,6064.000000000001,6064.000000000001,1.0,10.0
SHFE,ni2405,ni2405,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,159190.0,149,487.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33429.9,33429.9,10.0,10.0
SHFE,pb2405,pb2405,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16580.0,31,69.0,3.3160000000000003,3.3160000000000003,0.0,0.16,0.0,0.16,0.0,13264.0,13264.0,5.0,25.0
SHFE,rb2405,rb2405,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3735.0000000000005,49080,243089.0,3.7350000000000008,3.7350000000000008,3.7350000000000008,0.16,0.0,0.16,0.0,5976.000000000001,5976.000000000001,1.0,10.0
SHFE,ru2405,ru2405,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,14035.000000000002,23577,46131.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,23859.500000000004,23859.500000000004,5.0,50.0
SHFE,sn2405,sn2405,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,222010.00000000003,25,157.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44402.00000000001,44402.00000000001,10.0,10.0
SHFE,sp2405,sp2405,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6078.000000000001,12382,19513.0,3.0390000000000006,3.0390000000000006,0.0,0.15,0.0,0.15,0.0,9117.0,9117.0,2.0,20.0
SHFE,ss2405,ss2405,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15305.000000000002,50,327.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15305.000000000004,15305.000000000004,5.0,25.0
SHFE,wr2405,wr2405,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4500.0,0,2.0,1.8,1.8,1.8,0.25,0.0,0.25,0.0,11250.0,11250.0,1.0,10.0
SHFE,zn2405,zn2405,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,20805.0,39,296.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16644.0,16644.0,5.0,25.0
GFEX,si2310,工业硅2310,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,14540.0,6833,18893.0,7.2700000000000005,7.2700000000000005,7.2700000000000005,0.1,0.0,0.1,0.0,7270.0,7270.0,5.0,25.0
GFEX,si2311,工业硅2311,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,14620.0,40677,88989.0,7.3100000000000005,7.3100000000000005,7.3100000000000005,0.1,0.0,0.1,0.0,7310.0,7310.0,5.0,25.0
GFEX,si2401,工业硅2401,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15170.0,875,3864.0,7.585,7.585,7.585,0.1,0.0,0.1,0.0,7585.0,7585.0,5.0,25.0
GFEX,si2312,工业硅2312,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15130.0,30156,37641.0,7.565,7.565,7.565,0.1,0.0,0.1,0.0,7565.0,7565.0,5.0,25.0
DCE,jd2402,鸡蛋2402,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,3879.0,5739,29788.0,5.8185,5.8185,5.8185,0.15,0.0,0.15,0.0,5818.5,5818.5,1.0,10.0
DCE,eg2402,乙二醇2402,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4363.0,13376,21772.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,7853.4,7853.4,1.0,10.0
DCE,eb2402,苯乙烯2402,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8591.0,10144,15874.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,8161.45,8161.45,1.0,5.0
DCE,pg2402,液化石油气2402,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5102.0,2324,3098.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,18367.2,18367.2,1.0,20.0
INE,lu2409,lu2409,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4456.0,0,0.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7575.199999999999,7575.199999999999,1.0,10.0
INE,sc2609,sc2609,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,571.0,0,13.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,97069.99999999999,97069.99999999999,0.1,100.0
SHFE,fu2409,燃料油2409,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3321.0000000000005,114,396.0,0.3321000000000001,0.3321000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5645.700000000001,5645.700000000001,1.0,10.0
INE,lu2404,lu2404,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4494.0,1,10.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7639.799999999999,7639.799999999999,1.0,10.0
INE,sc2404,sc2404,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,653.2,0,6.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,111043.99999999999,111043.99999999999,0.1,100.0
SHFE,fu2404,fu2404,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3437.0000000000005,136,287.0,0.3437000000000001,0.3437000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5842.900000000001,5842.900000000001,1.0,10.0
INE,lu2408,lu2408,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4547.0,0,2.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7729.9,7729.9,1.0,10.0
INE,sc2408,sc2408,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,625.2,0,0.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,106283.99999999999,106283.99999999999,0.1,100.0
CFFEX,IH2310,上证50期货2310,IH,300,0.000023,0.0,0.000023,0.0,0.000345,0.0,2513.0,30527,54410.0,17.3397,17.3397,260.0955,0.15,0.0,0.15,0.0,113085.0,113085.0,0.2,60.0
SHFE,rb2408,rb2408,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3725.0000000000005,2149,20783.0,3.725000000000001,3.725000000000001,3.725000000000001,0.16,0.0,0.16,0.0,5960.000000000001,5960.000000000001,1.0,10.0
CZCE,SA408,纯碱8月,SA,20,0.000200,0.0,0.000200,0.0,0.000200,0.0,1697.0,7694,20847.0,6.788,6.788,6.788,0.16,0.0,0.16,0.0,5430.400000000001,5430.400000000001,1.0,20.0
SHFE,bu2408,bu2408,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3722.0,0,23.0,3.722,3.722,3.722,0.16999999999999998,0.0,0.16999999999999998,0.0,6327.4,6327.4,1.0,10.0
INE,bc2408,bc2408,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60470.0,0,0.0,3.0235000000000003,3.0235000000000003,0.0,0.16,0.0,0.16,0.0,48376.0,48376.0,10.0,50.0
CZCE,UR408,尿素8月,UR,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,1977.0,393,1941.0,5.0,5.0,5.0,0.13,0.0,0.13,0.0,5140.2,5140.2,1.0,20.0
DCE,eb2408,苯乙烯2408,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8259.0,16,57.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,7846.05,7846.05,1.0,5.0
DCE,eg2408,乙二醇2408,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4515.0,1,8.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,8127.0,8127.0,1.0,10.0
DCE,jd2408,鸡蛋2408,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4623.0,52,836.0,6.934500000000001,6.934500000000001,6.934500000000001,0.15,0.0,0.15,0.0,6934.5,6934.5,1.0,10.0
DCE,pg2408,液化石油气2408,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,4946.0,3,185.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,17805.6,17805.6,1.0,20.0
SHFE,ss2408,ss2408,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15360.000000000002,9,52.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15360.000000000004,15360.000000000004,5.0,25.0
GFEX,si2404,工业硅2404,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15300.0,7,91.0,7.65,7.65,7.65,0.1,0.0,0.1,0.0,7650.0,7650.0,5.0,25.0
SHFE,sn2408,sn2408,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,222350.00000000003,104,365.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44470.00000000001,44470.00000000001,10.0,10.0
SHFE,au2311,au2311,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,471.40000000000003,53,211.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,65996.0,65996.0,0.02,20.0
CZCE,TA408,PTA8月,TA,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,6154.0,28,3682.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,4307.799999999999,4307.799999999999,2.0,10.0
CZCE,MA408,甲醇8月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2459.0,184,10804.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,3934.4,3934.4,1.0,10.0
DCE,lh2407,生猪2407,lh,16,0.000200,0.0,0.000200,0.0,0.000400,0.0,16565.0,74,2273.0,53.008,53.008,106.016,0.19,0.0,0.19,0.0,50357.6,50357.6,5.0,80.0
DCE,pg2407,液化石油气2407,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,4975.0,4,153.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,17910.0,17910.0,1.0,20.0
DCE,eg2407,乙二醇2407,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4508.0,1,822.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,8114.4,8114.4,1.0,10.0
DCE,jd2407,鸡蛋2407,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4185.0,27,680.0,6.277500000000001,6.277500000000001,6.277500000000001,0.15,0.0,0.15,0.0,6277.5,6277.5,1.0,10.0
CZCE,ZC409,煤9月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
SHFE,rb2409,rb2409,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3716.0000000000005,324,412.0,3.716000000000001,3.716000000000001,3.716000000000001,0.16,0.0,0.16,0.0,5945.600000000001,5945.600000000001,1.0,10.0
SHFE,ru2409,ru2409,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,14015.000000000002,405,497.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,23825.500000000004,23825.500000000004,5.0,50.0
SHFE,sn2409,sn2409,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,217810.0,0,0.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,43562.0,43562.0,10.0,10.0
SHFE,sp2409,sp2409,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6052.000000000001,170,215.0,3.0260000000000007,3.0260000000000007,0.0,0.15,0.0,0.15,0.0,9078.0,9078.0,2.0,20.0
SHFE,ss2409,ss2409,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15325.000000000002,14,11.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15325.000000000004,15325.000000000004,5.0,25.0
SHFE,wr2409,wr2409,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4365.0,0,0.0,1.7460000000000002,1.7460000000000002,1.7460000000000002,0.25,0.0,0.25,0.0,10912.5,10912.5,1.0,10.0
SHFE,zn2409,zn2409,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,20610.0,24,30.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16488.0,16488.0,5.0,25.0
GFEX,lc2409,碳酸锂2409,lc,1,0.000080,0.0,0.000080,0.0,0.000080,0.0,146900.0,94,343.0,11.752,11.752,11.752,0.09,0.0,0.09,0.0,13221.0,13221.0,50.0,50.0
GFEX,si2405,工业硅2405,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15300.0,3,28.0,7.65,7.65,7.65,0.1,0.0,0.1,0.0,7650.0,7650.0,5.0,25.0
INE,bc2409,bc2409,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60470.0,0,0.0,3.0235000000000003,3.0235000000000003,0.0,0.16,0.0,0.16,0.0,48376.0,48376.0,10.0,50.0
INE,nr2409,nr2409,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,11065.0,0,0.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18810.5,18810.5,5.0,50.0
SHFE,ag2409,ag2409,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5951.000000000001,183,101.0,0.8926500000000002,0.8926500000000002,0.0,0.19,0.0,0.19,0.0,16960.350000000002,16960.350000000002,1.0,15.0
SHFE,al2409,al2409,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19020.0,10,22.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15216.0,15216.0,5.0,25.0
SHFE,ao2409,ao2409,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3031.0000000000005,1,3.0,0.6062000000000001,0.6062000000000001,0.0,0.09,0.0,0.09,0.0,5455.8,5455.8,1.0,20.0
SHFE,au2410,au2410,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,473.34000000000003,238,275.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,66267.6,66267.6,0.02,20.0
SHFE,br2409,br2409,br,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,13265.0,0,2.0,0.66325,0.66325,0.0,0.12,0.0,0.12,0.0,7959.0,7959.0,5.0,25.0
SHFE,bu2509,bu2509,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3645.0,0,11.0,3.645,3.645,3.645,0.16999999999999998,0.0,0.16999999999999998,0.0,6196.499999999999,6196.499999999999,1.0,10.0
SHFE,cu2409,cu2409,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,67990.0,31,51.0,16.997500000000002,16.997500000000002,0.0,0.16,0.0,0.16,0.0,54392.0,54392.0,10.0,50.0
SHFE,hc2409,hc2409,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3776.0000000000005,24,39.0,3.7760000000000007,3.7760000000000007,3.7760000000000007,0.16,0.0,0.16,0.0,6041.600000000001,6041.600000000001,1.0,10.0
SHFE,ni2409,ni2409,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,160210.0,1,3.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33644.100000000006,33644.100000000006,10.0,10.0
SHFE,pb2409,pb2409,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16615.0,4,4.0,3.3230000000000004,3.3230000000000004,0.0,0.16,0.0,0.16,0.0,13292.0,13292.0,5.0,25.0
CFFEX,TL2403,30年期国债期货2403,TL,10000,0.000000,3.0,0.000000,3.0,0.000000,0.0,98.74,719,4571.0,3.0,3.0,0.0,0.034999999999999996,0.0,0.034999999999999996,0.0,34559.0,34559.0,0.01,100.0
CFFEX,TF2403,国债2403,TF,10000,0.000000,3.0,0.000000,3.0,0.000000,0.0,101.725,1329,5933.0,3.0,3.0,0.0,0.022000000000000002,0.0,0.022000000000000002,0.0,22379.500000000004,22379.500000000004,0.005,50.0
CFFEX,T2403,长期国债2403,T,10000,0.000000,3.0,0.000000,3.0,0.000000,0.0,101.51,1625,10262.0,3.0,3.0,0.0,0.03,0.0,0.03,0.0,30453.0,30453.0,0.005,50.0
CFFEX,TS2403,2年期国债期货2403,TS,20000,0.000000,3.0,0.000000,3.0,0.000000,0.0,101.14,619,1873.0,3.0,3.0,0.0,0.01,0.0,0.01,0.0,20228.0,20228.0,0.005,100.0
DCE,eb2406,苯乙烯2406,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8384.0,18,454.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,7964.8,7964.8,1.0,5.0
DCE,eg2406,乙二醇2406,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4467.0,11,267.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,8040.599999999999,8040.599999999999,1.0,10.0
DCE,jd2406,鸡蛋2406,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,3995.0,37,1524.0,5.992500000000001,5.992500000000001,5.992500000000001,0.15,0.0,0.15,0.0,5992.5,5992.5,1.0,10.0
DCE,pg2406,液化石油气2406,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5066.0,10,52.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,18237.6,18237.6,1.0,20.0
CFFEX,T2312,长期国债2312,T,10000,0.000000,3.0,0.000000,3.0,0.000000,0.0,101.84,61193,187497.0,3.0,3.0,0.0,0.03,0.0,0.03,0.0,30552.0,30552.0,0.005,50.0
